"Yeah about 10 years ago I had a horrifying experience. It was 100% their fault but they hit the water barrels and survived. They had no injuries but they almost ran me off the road.	That's really scary. Were you in a vehicle?"
"No I wasn't hit. It turned out they were drunk. I felt guilty but realized it was his fault.	That's good. I hope you got the sense to say sorry, but also don't feel bad about yourself."
"I don't know I was new to driving and hadn't experienced anything like that. I felt like my horn made him swerve into the water barrels.	Well, can you tell me about your experience? I think we swapped places	Well, I am not sure. I do not know you"
"Oh my goodness, that's very scary! I hope you are okay now and the drunk driver was punished for his actions?	I'm glad I'm okay. That's just the worst!"
"I there, dont know what to do, jst broke up with my girlfirned, we were 8 years together	That sucks, I am sorry to hear that."
"Yes we decided together with our minds, and know i come home and feel so distant from the world	That sounds great. It's always good to have someone to talk to."
"I couldn't wait to go to the concert.	Oh, that's awesome. What kind of music did you like?"
"The U2 concert. Tickets were really expensive and I never thought we would be able to go, but somehow we did!!!	That is awesome! I bet you were so excited!"
"I'm so sad because i've read an article about a newborn girl who died because her parents didn't believe in medication and doctors	Oh no, that is terrible.  How did she die?"
"she was born premature at home, she had hard time breathing on her own but instead of taking her to the doctor parents were just praying	That is so sad.  How is she doing now?"
"yes! And i do believe in God and prayers but goodness gracious please take your children to the hospital and let God heal them THROUGH doctors	so my friend's baby fell down and scraped his knee yesterday and i was trying so hard to cheer him up	That's good, how did it happen?"
"i was singing nursery songs :)	What were you singing?"
"If you happy and you know it :)	my husband lost a job but i'm hoping he can find a full time job soon	That's great news! I hope it's not a long time before you both have a steady income again."
"thank you so much!	What was it?"
"he is an armed guard	i just moved to this neighborhood and some dumb criminals shot one of my neighbors and ran into the woods!	That is so sad. Were you able to get the police?"
"I do! I want to be able to protect my son	I know how you feel."
"i'm so excited because i'm finally going to visit my parents next month! I didn't see them for 3 years	That is awesome! What are you going to do?"
"I moved to the US and they stayed in my homecountry	That's too bad.  How long have you been here?"
"I was very angry when a co worker lied about a car accident to get out of working July 4th. I covered his shift till midnight and he was lying about the accident	That's a terrible thing to do. I would have been furious!"
"Yeah he got caught in someones pics on Facebook. Never lie and then go out with people who like to take pictures.	That's so rude. Do you know who got caught?"
"Good idea. i don't like social media that much. It can get you in to trouble fast, even when expressing your opinions.	So yeah i drove 2 hours to get to wallmart. with 299 in my wallet as advertised, and the real price of the tv was 399 usd. what a bummer	That's crazy. I'm sure you were disappointed."
"Yeah i had my hopes reall high and then i left empty handed, such a terrible feeling!	I know, it's so frustrating."
"Yes, i guess walmart and the rest of false advertisement in the US, the look in my daugther eyes when i came home empty handed	My friend's boyfriend recently made a pass at me. I'm married, and I also am really good friend's with his girlfriend so I felt really bad. I made sure he knew I was loyal and honest to both!	That is very nice of you! I have been in a situation like that."
"I struggled with it, but my friend was in a really bad spot, with no income and raising her grandchild, he was the financial supporter. So, I didn't tell her, as I knew it would really hurt her in several ways, plus she really loves him!	That is very kind of you, but you should have told her."
"my baby is sleeping. it's so peaceful and quiet in this house	Oh that's awesome. I am jealous!"
"i totally agree with you!	I'm glad we agree on something!"
"hi, i feel so lonely sometimes because all my friends live in a different country	I understand, I live in a different country as well, it can be hard sometimes."
"i was thinking about it! I wanted to join a group for local moms	That sounds like fun! What did you end up doing?"
"I have a friend that has a child that is unruly and does bad things. One day at our home, he grabbed a game and sat on it, instantly breaking it! It was expensive and this really irked me, especially because she doesn't discipline him when he does bad things.	I am so sorry that happened to you.  That is so not what I would expect from a parent."
"Me either! I have two of my own children, and I would have never let them get away with that kind of behavior when they were his age. I just don't understand those kind of parents@!	That is so true! It's like, they are so young and they just don't understand the world yet!"
"I'm so scared of bugs! i found one in my hair yesterday and almost died	I am with you. I hate bugs."
"Ugh I hate bugs with a passion, they are so creepy	I recently spoke with my ex-girlfriend on the phone. The conversation went pretty well, and it reminded me of my past experiences with her.	That's great. What was the conversation like?"
"Yes, they ended somewhat well, but there were tense moments. I am glad she's doing well, but I miss her.	That's good to hear.  I bet she's doing well.  You must miss her."
"Thank you! That means a lot.	One of the times I remember feeling the most blissed out in life was right after the birth of my first child.	I bet you felt so happy!"
"Obviously there are the demands of a new child -- but that feeling of finally meeting someone you waited so long for, and the love surrounding the whole situation. Truly something to remember.	That is very true, I am sure that feeling is very special."
"Have you ever been in a situation when payment of some kind has come through *just* in the nick of time?! Talk about gratitude!	I have, and I just got my taxes done.  It was a bit stressful, but it was worth it."
"Absolutely. You go from scared and desperate to grateful and optimistic in one quick moment! It's not a situation I wish to be in again.	I've been there. I was in the military and I was in a bad place. I was in a bad place. But then I got out and I was able to get my life back on track."
"Im so grateful for my family due to an incident with my friend	that must have been tough"
"My friend lost her parents and siblings in a fire and their family was very close to mine. So seeing her go through the grief made me realize how thankful I should be	I am sorry to hear that.  I hope she recovers from it."
"Yes definitely. Never take anything for granted as you never know when it will be taken away from you	I'm a big believer in listening to your gut. Sometimes I might wonder where my intuition is leading me, but it always seems to be spot on.	That is a good way to live"
"It is a ""knowing"" -- and a flowing! When something is right, it just feels easier to go with it -- like you're being led, even if you might not fully know to where.	That sounds so peaceful.  Is that something you can experience in your life?"
"I couldnt celebrate my 18th birthday as I had exams during the time and I felt terrible for it. But my friends threw a surprise party for me and it was the best!	I am sure you were happy"
"I was studying in my bedroom for a couple of hours straight with headphones on and then my mom called me to the living room for dinner and when I went out the whole place was decorated and everyone was there	Oh wow, that is so cool! I'm glad you had a good time!"
"I feel lonely sometimes cause I live in a house with 5 girls and all of them have boyfriends and sometimes they are all hanging out with their significant others and I feel lonely	That's really sad. I can't imagine having to live with all those girls."
"Sometimes they joke about it and obviously I make it look like its totally fine cause I dont want to give them the impression that I am lonely but it does hurt sometimes	I bet.  Are you going to your sister or mom?"
"As silly as it sounds, I was so surprised at how different my two kids were as babies. You're reminded that they're wired with their own personalities from the git-go.	I agree, and it is a nice feeling when you have a child that you can be proud of."
"One was pacifier, one was fingers. One wanted to co-sleep, one liked her space. One liked facing *out* in the Baby Bjorn carrier, one liked cocooning in a sling!	I had a baby boy and a baby girl. I always loved having them co-sleep."
"The other day I had a deep craving for Chik-Fil-A.	I love that place. Did you go there?"
"Mine too. So I drive there and pull in the parking lot and it's completely empty. I then realized it was Sunday.	Wow, I am impressed.  What was you doing on Sunday?"
"I visited an orphan once and it was such a surreal moment. It made me realise how thankful I should be for a family	I have been in a similar situation once, it was so heartbreaking. I am glad you are thankful for your family."
"Yes it definitely was. I went with intentions to teach the kid a few things but I ended up learning lots more from him	I love this type of thing.  It's a great way to connect with kids."
"My oldest and my husband have always had a rough relationship. I've got to believe that as she gets older, it will get better!	I hope so!  I can only imagine how tough it must be for them."
"That's always good to hear. But in the moment -- argh, my *heart*. How did your mom maneuver the differences between y'all? Did that wear on her?	I'm sure she was very understanding. I'm sure she was very patient."
"But in the meantime -- the unspoken strain is NOT fun. But I'm glad to hear about a happy ending -- thank you for that!	I can still look back with shame at the way I treated a girl in sixth grade. I wasn't as bad as others, but that doesn't make me feel any better.	I am so sorry to hear that. It's not cool to treat someone that way."
"Well, like a lot of 6th graders I was aware of *not* wanting to be an outcast for any reason. And unfortunately, she was. As an adult of course, my heart squeezes for *all* the kids we were!	That is so sad. What happened to her?"
"Unfortunately, she died. I only found out when Facebook first came out, and her brother and I ""friended"" one another.	I am so sorry to hear that.  Did you have a close relationship?"
"I'm currently working for someone that is *such* a great example of a leader! It makes going into work inspiring every day / every way.	That's awesome! I've been working for a company that has a very different culture."
"That's a very kind statement, and certainly what I would strive for. And it's the rarity that *inspires* me. That should be the norm, not the exception! THAT'S what I'd like to inspire in people. How about you?	I am inspired by the fact that there is someone who actually cares. It's a great feeling."
"That is soul-sapping. What do you do to inspire yourself, and not let that kind of behavior drag you down?	I don't have the same issues as some people, but I'm sure it's very hard for others."
"My friend's baby has grown so much since the last time I had seen her!	I bet she's getting to be a big girl."
"It had been about 8 weeks - I don't get out her way often, even though we live 30 minutes away.	That's not too bad. What do you do when you do go out?"
"Yes!  I got to be 'auntie' for a bit and help change her and get her fed and down for a nap while my friend had a chance to toss laundry in the wash.  It was a good day for everyone!	Running my first (and maybe only!) marathon felt like *such* a huge accomplishment!	I bet!  What was your time?"
"Ah, it was the best! Plus it helped that I purposely chose an amazing destination in which to run it -- it was the Venice Marathon!	That was a great choice!  Did you have fun?"
"We were living overseas at the times -- the most impressive part was crossing the Grand Canal over a pontoon of boats to finish the marathon ;-)	That sounds like a pretty cool experience!"
"I recently found out that a person I very much intimately admired did not feel the same way for me. I was pretty surprised.	Oh no. I'm sorry to hear that."
"She just started treating me differently all of a sudden. And now she is going to be moving away soon.	Wow, she sounds like a bad person."
"I'm always appalled when I see bullying in action -- whether it's on a playground or political stage -- not much makes me angrier.	I agree. It's a horrible thing to witness."
"How do you channel the anger? Obviously, it too easily turns into the same kind of negative emotion I'm upset about -- so that can feel hypocritical!	I am sorry to hear that.  Is it a physical reaction?"
"Are you ever tempted to put anyone's face on the punching bag?! Ha! (Kidding/not kidding!)	One morning my mother came to my house to pick my daughter up for school and told me she saw my daughter's cat on the road and he had been hit. I had to tell my daughter about the loss of her beloved pet.	I am sorry to hear that. Losing a pet is never easy."
"She was around 11, so she took it very hard. I went ahead and let her stay home from school, as I knew she wouldn't do well that day.	Oh, I see. That is very nice of you."
"I was soooo excited to take our kids to Disneyland for the first time!	That sounds like so much fun! Did you get to go on any of the rides?"
"Same! I was excited because I grew up going there. My grandparents lived in Tucson, and we would spend the summers with them -- the most exciting part being our drive to Disneyland each year!	That sounds so fun.  I live in the East and I've never been to Disneyland."
"California! Old school ;-) They've kept so much of the original, while adding lots of new attractions.	I recently spoke to my father for the first time in years. It reminded me of my childhood and the distant past.	I am sure it was nice to reconnect with him."
"We spoke about our recent lives. Apparently he is in the market for a new car.	I love cars. What kind?"
"Do you like to organize your house.  My mother-in-law recently surprised me recently with some organizing stuff b/c she knows how much I love it!	I do, but I don't have a house."
"Labels and Bins can be your best friend!  Especially with a new baby.	I love labels and bins. I have a whole section in my kitchen dedicated to cleaning supplies and snacks."
"I find it odd -- and annoying -- when people don't respond to or even acknowledge emails.	I know what you mean. I have been doing that for years."
"It would be great if there was a way we could all tell the best way to reach someone -- I know some people prefer texts to emails -- but if you're in a work situation, how do you ensure communication?	I think it would be great to have a universal way of communicating."
"I recently had a big argument with my sister. We both got very upset and angry at each other.	That's terrible. Why did it happen?"
"I'm not so sure. We just had a discussion that heated and became an argument with tempers flying.	That's scary.  I'm glad you were able to resolve the issue."
"I felt most lonely when we first moved overseas, my husband then had to travel out of *that* country for business -- AND I had a new baby!	That's a lot of change. But it's a great opportunity to make new friends."
"From Santa Fe to Hong Kong -- ultimately a fantastic adventure. And I ended up with a wonderful group of friends. Expats bond quickly!	I am so jealous! I love travel!"
"One of the saddest things to me is when people underestimate what they can do and/or are capable of.	That's a common thing I see.  What do you mean?"
