"Yeah about 10 years ago I had a horrifying experience. It was 100% their fault but they hit the water barrels and survived. They had no injuries but they almost ran me off the road.	I am sure that must have been very frightening."
"No I wasn't hit. It turned out they were drunk. I felt guilty but realized it was his fault.	That was terrible! I hope you didn't have to go to jail for that!"
"I don't know I was new to driving and hadn't experienced anything like that. I felt like my horn made him swerve into the water barrels.	Well, can you tell me about your experience? I think we swapped places	ye i went to school with a girl from my home"
"Oh my goodness, that's very scary! I hope you are okay now and the drunk driver was punished for his actions?	I am fine, I just got home from work and I saw the drunk driver driving away. I was walking home with my dog. I was looking up and I saw a car that was driving very slowly and I thought it was a taxi. I got to the taxi stop and I saw another car coming towards me and I was running away when a taxi stopped and I got into it and the taxi driver called the drunk guy over and he gave him his license number. I hope that the drunk"
"I there, dont know what to do, jst broke up with my girlfirned, we were 8 years together	That sucks. What happened?  Did you guys fight about something?"
"Yes we decided together with our minds, and know i come home and feel so distant from the world	That sucks, what happened? Did they break up with you?"
"I couldn't wait to go to the concert.	That sounds like fun! What kind concert was it?"
"The U2 concert. Tickets were really expensive and I never thought we would be able to go, but somehow we did!!!	oh wow! thats a bargin price to pay for tickets!"
"I'm so sad because i've read an article about a newborn girl who died because her parents didn't believe in medication and doctors	That's a terrible reason for a baby girl to die. I'm so sad that she died like that."
"she was born premature at home, she had hard time breathing on her own but instead of taking her to the doctor parents were just praying	That is terrible.  I wish that was not the way it was.  I had a premature son who is still very healthy and the only issue is he has asthma.  He had to be born early and he's never had medication given to him in his whole life."
"yes! And i do believe in God and prayers but goodness gracious please take your children to the hospital and let God heal them THROUGH doctors	so my friend's baby fell down and scraped his knee yesterday and i was trying so hard to cheer him up	That sounds so scary! Did he need stitches?"
"i was singing nursery songs :)	That's really nice of you. Did the nurse do anything to treat him?"
"If you happy and you know it :)	my husband lost a job but i'm hoping he can find a full time job soon	I am so sorry to hear that.  How can you help him?"
"thank you so much!	I know the struggle is real. Hopefully he finds a full-time job soon too"
"he is an armed guard	i just moved to this neighborhood and some dumb criminals shot one of my neighbors and ran into the woods!	That's so crazy! How badly did he/she hurt them?"
"I do! I want to be able to protect my son	That must have been scary! Did they catch them yet or is it still an open investigation?"
"i'm so excited because i'm finally going to visit my parents next month! I didn't see them for 3 years	That's awesome! Where do they live now?"
"I moved to the US and they stayed in my homecountry	That's really cool! What did they do while you're away?"
"I was very angry when a co worker lied about a car accident to get out of working July 4th. I covered his shift till midnight and he was lying about the accident	I would not do anything like that to a co-worker."
"Yeah he got caught in someones pics on Facebook. Never lie and then go out with people who like to take pictures.	That is very interesting how technology has made everything easier, but also more complicated. I don't know if I would have covered the co workers shift. I wouldn't know the right to do. But I know how that can happen."
"Good idea. i don't like social media that much. It can get you in to trouble fast, even when expressing your opinions.	So yeah i drove 2 hours to get to wallmart. with 299 in my wallet as advertised, and the real price of the tv was 399 usd. what a bummer	That's terrible. You could have gotten it cheaper elsewhere."
"Yeah i had my hopes reall high and then i left empty handed, such a terrible feeling!	Yeah, it is always like that when you really believe you are getting something for a certain price, then you are getting a different thing"
"Yes, i guess walmart and the rest of false advertisement in the US, the look in my daugther eyes when i came home empty handed	My friend's boyfriend recently made a pass at me. I'm married, and I also am really good friend's with his girlfriend so I felt really bad. I made sure he knew I was loyal and honest to both!	Yeah, that's the way we should all be."
"I struggled with it, but my friend was in a really bad spot, with no income and raising her grandchild, he was the financial supporter. So, I didn't tell her, as I knew it would really hurt her in several ways, plus she really loves him!	Yeah, sometimes it's better to let people down gently and not to hurt their feelings. But sometimes it is necessary to tell them the hard way.  It's like when you have to let them go, and then come back later with a better offer"
"my baby is sleeping. it's so peaceful and quiet in this house	Oh my goodness! That sounds lovely! How old are you?"
"i totally agree with you!	Yeah, it can be very peaceful and quiet."
"hi, i feel so lonely sometimes because all my friends live in a different country	That's really tough. Maybe try to join a club or organization?"
"i was thinking about it! I wanted to join a group for local moms	That sucks. I know what that feels like. I live in the same area and I have to join a group to be friends. I wish you had someone like that."
"I have a friend that has a child that is unruly and does bad things. One day at our home, he grabbed a game and sat on it, instantly breaking it! It was expensive and this really irked me, especially because she doesn't discipline him when he does bad things.	I would have just called the police on him, and also the store he bought the game from.  I think it would be a good idea to get a good insurance policy so that you can replace your game if something like happens in the future.  And maybe you could also consider talking to a lawyer about the possibility."
